message,author,timestamp,category,sentiment,keyword_mentioned,message_length
"I just found game! It was funny.","Alice","2025-02-14 14:25:13","gaming",0.03,"game",32
"I just found Python! It was boring.","Bob","2025-02-14 14:25:18","tech",0.93,"Python",35
"I just loved travel! It was boring.","Charlie","2025-02-14 14:25:23","travel",0.26,"travel",35
"I just loved JavaScript! It was boring.","Eve","2025-02-14 14:25:28","tech",0.48,"JavaScript",39
"I just saw game! It was funny.","Charlie","2025-02-14 14:25:33","gaming",0.65,"game",30
"I just found a story! It was exciting.","Alice","2025-02-14 14:25:38","other",0.73,"other",38
"I just found a trick! It was amazing.","Bob","2025-02-14 14:25:43","other",0.52,"other",37
"I just loved an app! It was exciting.","Alice","2025-02-14 14:25:48","other",0.39,"other",37
"I just shared JavaScript! It was boring.","Bob","2025-02-14 14:25:53","tech",0.59,"JavaScript",40
"I just found an app! It was funny.","Bob","2025-02-14 14:25:58","other",0.01,"other",34
"I just saw a meme! It was amazing.","Bob","2025-02-14 14:26:03","humor",0.31,"meme",34
"I just tried travel! It was weird.","Eve","2025-02-14 14:26:08","travel",0.89,"travel",34
"I just shared a trick! It was funny.","Eve","2025-02-14 14:26:13","other",0.09,"other",36
"I just tried JavaScript! It was amazing.","Bob","2025-02-14 14:26:18","tech",0.79,"JavaScript",40
"I just shared recipe! It was funny.","Eve","2025-02-14 14:26:23","food",0.82,"recipe",35
"I just loved JavaScript! It was weird.","Alice","2025-02-14 14:26:28","tech",0.49,"JavaScript",38
"I just shared recipe! It was boring.","Charlie","2025-02-14 14:26:33","food",0.33,"recipe",36
"I just saw an app! It was exciting.","Eve","2025-02-14 14:26:38","other",0.45,"other",35
"I just shared Python! It was funny.","Alice","2025-02-14 14:26:43","tech",0.99,"Python",35
"I just shared an app! It was boring.","Charlie","2025-02-14 14:26:48","other",0.39,"other",36
"I just shared a meme! It was weird.","Alice","2025-02-14 14:26:53","humor",1.0,"meme",35
"I just tried Python! It was boring.","Bob","2025-02-14 14:26:58","tech",0.04,"Python",35
"I just tried an app! It was boring.","Eve","2025-02-14 14:27:03","other",0.02,"other",35
"I just loved a trick! It was funny.","Bob","2025-02-14 14:27:08","other",0.99,"other",35
"I just saw game! It was amazing.","Alice","2025-02-14 14:27:13","gaming",0.88,"game",32
"I just shared Python! It was weird.","Bob","2025-02-14 14:27:18","tech",0.31,"Python",35
"I just loved recipe! It was amazing.","Eve","2025-02-14 14:27:23","food",0.27,"recipe",36
"I just tried a trick! It was exciting.","Charlie","2025-02-14 14:27:28","other",0.31,"other",38
"I just loved JavaScript! It was boring.","Eve","2025-02-14 14:27:33","tech",0.29,"JavaScript",39
"I just loved JavaScript! It was boring.","Alice","2025-02-14 14:27:38","tech",0.63,"JavaScript",39
"I just shared recipe! It was amazing.","Charlie","2025-02-14 14:27:43","food",0.9,"recipe",37
"I just saw a meme! It was weird.","Bob","2025-02-14 14:27:48","humor",0.28,"meme",32
"I just saw JavaScript! It was exciting.","Alice","2025-02-14 14:27:53","tech",0.15,"JavaScript",39
"I just found Python! It was exciting.","Bob","2025-02-14 14:29:25","tech",0.71,"Python",37
"I just tried a story! It was exciting.","Bob","2025-02-14 14:29:30","other",0.91,"other",38
"I just loved Python! It was weird.","Eve","2025-02-14 14:29:35","tech",0.36,"Python",34
"I just shared a story! It was boring.","Bob","2025-02-14 14:29:40","other",0.67,"other",37
"I just saw an app! It was exciting.","Alice","2025-02-14 14:29:45","other",0.35,"other",35
"I just shared a movie! It was exciting.","Alice","2025-02-14 14:29:50","entertainment",0.35,"movie",39
"I just shared travel! It was amazing.","Alice","2025-02-14 14:29:55","travel",0.61,"travel",37
"I just found recipe! It was boring.","Charlie","2025-02-14 14:30:00","food",0.94,"recipe",35
"I just loved recipe! It was exciting.","Bob","2025-02-14 14:30:05","food",0.52,"recipe",37
"I just tried JavaScript! It was amazing.","Alice","2025-02-14 14:32:46","tech",0.6,"JavaScript",40
"I just saw recipe! It was boring.","Charlie","2025-02-14 14:32:51","food",0.22,"recipe",33
"I just tried recipe! It was weird.","Bob","2025-02-14 14:32:56","food",0.54,"recipe",34
"I just loved JavaScript! It was funny.","Eve","2025-02-14 14:33:01","tech",0.68,"JavaScript",38
"I just loved a story! It was weird.","Alice","2025-02-14 14:33:06","other",0.62,"other",35
"I just shared travel! It was weird.","Bob","2025-02-14 14:33:11","travel",0.27,"travel",35
"I just loved an app! It was exciting.","Eve","2025-02-14 14:33:16","other",0.16,"other",37
"I just saw game! It was weird.","Bob","2025-02-14 14:33:21","gaming",0.57,"game",30
"I just loved a movie! It was amazing.","Charlie","2025-02-14 14:33:26","entertainment",0.67,"movie",37
"I just tried game! It was funny.","Bob","2025-02-14 14:33:31","gaming",0.21,"game",32
"I just loved recipe! It was amazing.","Alice","2025-02-14 14:40:44","food",0.01,"recipe",36
"I just found recipe! It was funny.","Bob","2025-02-14 14:40:49","food",0.07,"recipe",34
"I just found JavaScript! It was weird.","Charlie","2025-02-14 14:40:54","tech",0.58,"JavaScript",38
"I just found a meme! It was funny.","Charlie","2025-02-14 14:40:59","humor",0.86,"meme",34
"I just found game! It was funny.","Charlie","2025-02-14 14:41:04","gaming",0.04,"game",32
"I just tried an app! It was exciting.","Charlie","2025-02-14 14:41:09","other",0.41,"other",37
"I just tried a story! It was funny.","Charlie","2025-02-14 14:41:14","other",0.32,"other",35
"I just tried a story! It was exciting.","Bob","2025-02-14 14:41:19","other",0.18,"other",38
"I just shared a trick! It was weird.","Charlie","2025-02-14 14:41:24","other",0.56,"other",36
"I just shared a movie! It was funny.","Alice","2025-02-14 14:52:10","entertainment",0.17,"movie",36
"I just found Python! It was amazing.","Alice","2025-02-14 14:52:15","tech",0.8,"Python",36
"I just shared a trick! It was boring.","Charlie","2025-02-14 14:52:20","other",0.11,"other",37
"I just tried a story! It was funny.","Alice","2025-02-14 14:52:25","other",0.74,"other",35
"I just loved an app! It was amazing.","Alice","2025-02-14 14:52:30","other",0.45,"other",36
"I just loved recipe! It was exciting.","Bob","2025-02-14 14:52:35","food",0.02,"recipe",37
"I just saw a trick! It was funny.","Eve","2025-02-14 14:52:40","other",0.51,"other",33
"I just tried a meme! It was funny.","Bob","2025-02-14 14:52:45","humor",0.75,"meme",34
"I just found game! It was exciting.","Charlie","2025-02-14 14:52:50","gaming",0.17,"game",35
"I just shared JavaScript! It was funny.","Bob","2025-02-14 14:52:55","tech",0.1,"JavaScript",39
"I just tried travel! It was boring.","Charlie","2025-02-14 14:55:53","travel",0.54,"travel",35
"I just shared JavaScript! It was weird.","Eve","2025-02-14 14:55:58","tech",0.64,"JavaScript",39
"I just shared a movie! It was exciting.","Alice","2025-02-14 14:56:03","entertainment",0.85,"movie",39
"I just saw JavaScript! It was funny.","Alice","2025-02-14 14:56:08","tech",0.45,"JavaScript",36
"I just tried JavaScript! It was amazing.","Charlie","2025-02-14 14:56:13","tech",0.8,"JavaScript",40
"I just tried JavaScript! It was funny.","Alice","2025-02-14 14:56:18","tech",0.3,"JavaScript",38
"I just tried a story! It was boring.","Bob","2025-02-14 14:56:23","other",0.27,"other",36
"I just loved a meme! It was boring.","Bob","2025-02-14 14:56:28","humor",0.9,"meme",35
"I just loved travel! It was funny.","Alice","2025-02-14 14:56:33","travel",0.79,"travel",34
"I just saw recipe! It was boring.","Alice","2025-02-14 14:56:38","food",0.96,"recipe",33
"I just loved a story! It was funny.","Bob","2025-02-14 14:56:43","other",0.22,"other",35
"I just found an app! It was funny.","Eve","2025-02-14 14:56:48","other",0.75,"other",34
"I just saw a trick! It was boring.","Alice","2025-02-14 14:56:53","other",0.39,"other",34
"I just shared a story! It was funny.","Alice","2025-02-14 14:56:58","other",0.32,"other",36
"I just tried Python! It was boring.","Bob","2025-02-14 14:57:03","tech",0.35,"Python",35
"I just shared game! It was amazing.","Alice","2025-02-14 14:57:08","gaming",0.59,"game",35
"I just tried Python! It was boring.","Alice","2025-02-14 14:57:13","tech",0.58,"Python",35
"I just tried Python! It was amazing.","Charlie","2025-02-14 14:57:18","tech",0.39,"Python",36
"I just loved a movie! It was amazing.","Charlie","2025-02-14 14:57:23","entertainment",0.61,"movie",37
"I just saw recipe! It was weird.","Bob","2025-02-14 14:57:28","food",0.42,"recipe",32
"I just loved a trick! It was exciting.","Charlie","2025-02-14 14:57:33","other",0.21,"other",38
"I just loved Python! It was boring.","Alice","2025-02-14 14:57:38","tech",0.77,"Python",35
"I just saw a trick! It was funny.","Alice","2025-02-14 14:57:43","other",0.98,"other",33
"I just tried a movie! It was exciting.","Alice","2025-02-14 14:57:48","entertainment",0.85,"movie",38
"I just found Python! It was funny.","Bob","2025-02-14 14:57:53","tech",0.93,"Python",34
"I just found a meme! It was amazing.","Eve","2025-02-14 14:57:58","humor",0.54,"meme",36
"I just saw a story! It was boring.","Eve","2025-02-14 14:58:03","other",0.41,"other",34
"I just loved a meme! It was exciting.","Charlie","2025-02-14 14:58:08","humor",0.89,"meme",37
"I just shared an app! It was exciting.","Alice","2025-02-14 14:58:13","other",0.22,"other",38
"I just found travel! It was boring.","Charlie","2025-02-14 14:58:18","travel",0.72,"travel",35
"I just loved Python! It was weird.","Alice","2025-02-14 14:58:23","tech",0.94,"Python",34
"I just tried an app! It was amazing.","Alice","2025-02-14 14:58:28","other",0.04,"other",36
"I just found travel! It was amazing.","Bob","2025-02-14 14:58:33","travel",0.04,"travel",36
"I just shared JavaScript! It was funny.","Eve","2025-02-14 14:58:38","tech",0.47,"JavaScript",39
"I just tried an app! It was amazing.","Alice","2025-02-14 14:58:43","other",0.9,"other",36
"I just saw travel! It was funny.","Charlie","2025-02-14 14:58:48","travel",0.94,"travel",32
"I just shared travel! It was boring.","Charlie","2025-02-14 14:58:53","travel",0.58,"travel",36
"I just loved a trick! It was amazing.","Charlie","2025-02-14 14:58:58","other",0.18,"other",37
"I just found a meme! It was weird.","Eve","2025-02-14 14:59:03","humor",0.41,"meme",34
"I just loved Python! It was amazing.","Alice","2025-02-14 14:59:08","tech",0.5,"Python",36
"I just saw a story! It was amazing.","Charlie","2025-02-14 14:59:13","other",0.16,"other",35
"I just found Python! It was exciting.","Alice","2025-02-14 14:59:18","tech",0.61,"Python",37
"I just tried game! It was amazing.","Alice","2025-02-14 14:59:23","gaming",0.41,"game",34
"I just shared a story! It was boring.","Bob","2025-02-14 14:59:28","other",0.75,"other",37
"I just saw Python! It was boring.","Eve","2025-02-14 14:59:33","tech",0.78,"Python",33
"I just tried Python! It was funny.","Eve","2025-02-14 14:59:38","tech",0.91,"Python",34
"I just shared a movie! It was funny.","Bob","2025-02-14 14:59:43","entertainment",0.61,"movie",36
"I just shared an app! It was weird.","Bob","2025-02-14 14:59:48","other",0.51,"other",35
"I just tried recipe! It was weird.","Bob","2025-02-14 14:59:53","food",0.35,"recipe",34
"I just found a meme! It was exciting.","Charlie","2025-02-14 14:59:58","humor",0.94,"meme",37
"I just tried an app! It was weird.","Bob","2025-02-14 15:00:03","other",0.78,"other",34
"I just found a movie! It was boring.","Eve","2025-02-14 15:00:08","entertainment",0.35,"movie",36
"I just saw an app! It was exciting.","Bob","2025-02-14 15:00:13","other",0.26,"other",35
"I just saw a meme! It was amazing.","Bob","2025-02-14 15:00:18","humor",0.88,"meme",34
"I just saw Python! It was amazing.","Charlie","2025-02-14 15:00:23","tech",0.48,"Python",34
"I just found a movie! It was amazing.","Eve","2025-02-14 15:00:28","entertainment",0.61,"movie",37
"I just loved JavaScript! It was boring.","Charlie","2025-02-14 15:00:33","tech",0.07,"JavaScript",39
"I just tried recipe! It was exciting.","Alice","2025-02-14 15:00:38","food",0.29,"recipe",37
"I just shared a movie! It was weird.","Alice","2025-02-14 15:00:43","entertainment",0.2,"movie",36
"I just saw travel! It was funny.","Bob","2025-02-14 15:00:48","travel",0.4,"travel",32
"I just tried a meme! It was funny.","Eve","2025-02-14 15:00:53","humor",0.68,"meme",34
"I just shared game! It was exciting.","Charlie","2025-02-14 15:00:58","gaming",0.7,"game",36
"I just loved Python! It was funny.","Charlie","2025-02-14 15:01:03","tech",0.04,"Python",34
"I just loved Python! It was amazing.","Charlie","2025-02-14 15:01:08","tech",0.53,"Python",36
"I just tried recipe! It was funny.","Alice","2025-02-14 15:01:13","food",0.1,"recipe",34
"I just loved game! It was funny.","Charlie","2025-02-14 15:01:18","gaming",0.68,"game",32
"I just saw a trick! It was weird.","Eve","2025-02-14 15:01:23","other",0.51,"other",33
"I just loved a trick! It was weird.","Bob","2025-02-14 15:01:29","other",0.58,"other",35
"I just shared an app! It was amazing.","Eve","2025-02-14 15:01:34","other",0.19,"other",37
"I just tried an app! It was funny.","Charlie","2025-02-14 15:01:39","other",0.06,"other",34
"I just tried a story! It was funny.","Alice","2025-02-14 15:01:44","other",0.66,"other",35
"I just tried a meme! It was amazing.","Alice","2025-02-14 15:01:49","humor",0.64,"meme",36
"I just saw JavaScript! It was funny.","Eve","2025-02-14 15:01:54","tech",0.82,"JavaScript",36
"I just found game! It was weird.","Alice","2025-02-14 15:01:59","gaming",0.68,"game",32
"I just saw an app! It was boring.","Alice","2025-02-14 15:02:04","other",0.35,"other",33
"I just shared a story! It was amazing.","Charlie","2025-02-14 15:02:09","other",0.82,"other",38
"I just found an app! It was weird.","Charlie","2025-02-14 15:02:14","other",0.29,"other",34
"I just found Python! It was exciting.","Eve","2025-02-14 15:02:19","tech",0.38,"Python",37
"I just found a story! It was weird.","Alice","2025-02-14 15:02:24","other",0.39,"other",35
"I just loved recipe! It was funny.","Eve","2025-02-14 15:02:29","food",0.3,"recipe",34
"I just tried JavaScript! It was weird.","Bob","2025-02-14 15:02:34","tech",0.82,"JavaScript",38
"I just saw travel! It was funny.","Charlie","2025-02-14 15:02:39","travel",0.83,"travel",32
"I just shared game! It was boring.","Charlie","2025-02-14 15:02:44","gaming",0.04,"game",34
"I just found JavaScript! It was exciting.","Bob","2025-02-14 15:02:49","tech",0.11,"JavaScript",41
"I just loved a movie! It was amazing.","Alice","2025-02-14 15:02:54","entertainment",0.42,"movie",37
"I just found travel! It was boring.","Bob","2025-02-14 15:02:59","travel",0.21,"travel",35
"I just loved a trick! It was exciting.","Charlie","2025-02-14 15:03:09","other",0.73,"other",38
"I just tried a story! It was funny.","Eve","2025-02-14 15:03:14","other",0.75,"other",35
"I just found a trick! It was amazing.","Charlie","2025-02-14 15:03:19","other",0.16,"other",37
"I just tried a trick! It was weird.","Eve","2025-02-14 15:03:24","other",0.74,"other",35
"I just shared a movie! It was boring.","Alice","2025-02-14 15:03:29","entertainment",0.05,"movie",37
"I just tried JavaScript! It was exciting.","Charlie","2025-02-14 15:03:34","tech",0.05,"JavaScript",41
"I just tried a trick! It was boring.","Eve","2025-02-14 15:03:39","other",0.92,"other",36
"I just shared game! It was weird.","Alice","2025-02-14 15:03:44","gaming",0.28,"game",33
"I just tried Python! It was amazing.","Eve","2025-02-14 15:03:49","tech",0.12,"Python",36
"I just loved recipe! It was amazing.","Charlie","2025-02-14 15:03:54","food",0.03,"recipe",36
"I just saw a trick! It was exciting.","Bob","2025-02-14 15:03:59","other",0.73,"other",36
"I just found travel! It was exciting.","Charlie","2025-02-14 15:04:04","travel",0.11,"travel",37
"I just found a movie! It was funny.","Charlie","2025-02-14 15:04:09","entertainment",0.32,"movie",35
"I just tried a meme! It was boring.","Eve","2025-02-14 15:04:14","humor",0.8,"meme",35
"I just tried JavaScript! It was funny.","Bob","2025-02-14 15:04:19","tech",0.51,"JavaScript",38
"I just saw JavaScript! It was amazing.","Charlie","2025-02-14 15:04:24","tech",0.44,"JavaScript",38
"I just found an app! It was boring.","Charlie","2025-02-14 15:04:29","other",0.63,"other",35
"I just saw Python! It was amazing.","Charlie","2025-02-14 15:04:34","tech",0.9,"Python",34
"I just loved an app! It was exciting.","Alice","2025-02-14 15:04:39","other",0.33,"other",37
"I just shared a meme! It was weird.","Bob","2025-02-14 15:04:44","humor",0.93,"meme",35
"I just shared travel! It was weird.","Bob","2025-02-14 15:04:49","travel",0.79,"travel",35
"I just saw JavaScript! It was exciting.","Bob","2025-02-14 15:04:54","tech",0.43,"JavaScript",39
"I just shared Python! It was funny.","Charlie","2025-02-14 15:04:59","tech",0.55,"Python",35
"I just tried an app! It was weird.","Eve","2025-02-14 15:05:04","other",0.16,"other",34
"I just loved travel! It was boring.","Bob","2025-02-14 15:05:09","travel",0.47,"travel",35
"I just saw JavaScript! It was exciting.","Bob","2025-02-14 15:05:14","tech",1.0,"JavaScript",39
"I just found a movie! It was funny.","Charlie","2025-02-14 15:05:19","entertainment",0.47,"movie",35
"I just found JavaScript! It was boring.","Bob","2025-02-14 15:05:24","tech",0.68,"JavaScript",39
"I just shared travel! It was weird.","Alice","2025-02-14 15:05:29","travel",0.15,"travel",35
"I just saw JavaScript! It was exciting.","Alice","2025-02-14 15:05:34","tech",0.38,"JavaScript",39
"I just found a trick! It was funny.","Eve","2025-02-14 15:05:39","other",0.57,"other",35
"I just found travel! It was weird.","Alice","2025-02-14 15:05:44","travel",0.77,"travel",34
"I just shared a meme! It was amazing.","Alice","2025-02-14 15:05:49","humor",0.26,"meme",37
"I just loved a movie! It was funny.","Bob","2025-02-14 15:05:54","entertainment",0.67,"movie",35
"I just saw JavaScript! It was amazing.","Bob","2025-02-14 15:05:59","tech",0.76,"JavaScript",38
"I just saw Python! It was funny.","Bob","2025-02-14 15:06:04","tech",0.48,"Python",32
"I just saw a story! It was exciting.","Charlie","2025-02-14 15:06:09","other",0.07,"other",36
"I just tried a trick! It was amazing.","Eve","2025-02-14 15:06:14","other",0.16,"other",37
"I just tried a trick! It was weird.","Eve","2025-02-14 15:06:19","other",0.31,"other",35
"I just shared recipe! It was boring.","Eve","2025-02-14 15:06:24","food",0.02,"recipe",36
"I just loved JavaScript! It was boring.","Eve","2025-02-14 15:06:29","tech",0.62,"JavaScript",39
"I just saw a meme! It was weird.","Charlie","2025-02-14 15:06:34","humor",0.5,"meme",32
"I just tried a story! It was exciting.","Alice","2025-02-14 15:06:39","other",0.43,"other",38
"I just loved an app! It was weird.","Charlie","2025-02-14 15:06:44","other",0.63,"other",34
"I just loved JavaScript! It was amazing.","Bob","2025-02-14 15:06:49","tech",0.72,"JavaScript",40
"I just saw an app! It was boring.","Charlie","2025-02-14 15:06:55","other",0.74,"other",33
"I just found an app! It was boring.","Eve","2025-02-14 15:07:00","other",0.34,"other",35
"I just found recipe! It was weird.","Alice","2025-02-14 15:07:05","food",0.3,"recipe",34
"I just shared game! It was exciting.","Eve","2025-02-14 15:07:10","gaming",0.99,"game",36
"I just shared game! It was weird.","Bob","2025-02-14 15:07:15","gaming",0.42,"game",33
"I just tried a meme! It was boring.","Charlie","2025-02-14 15:07:20","humor",0.91,"meme",35
"I just loved travel! It was amazing.","Bob","2025-02-14 15:07:25","travel",0.1,"travel",36
"I just tried a meme! It was amazing.","Alice","2025-02-14 15:07:30","humor",0.36,"meme",36
"I just found game! It was exciting.","Alice","2025-02-14 15:07:35","gaming",0.84,"game",35
"I just loved an app! It was exciting.","Bob","2025-02-14 15:07:40","other",0.54,"other",37
"I just tried a meme! It was amazing.","Bob","2025-02-14 15:07:45","humor",0.56,"meme",36
"I just loved Python! It was weird.","Charlie","2025-02-14 15:07:50","tech",0.27,"Python",34
"I just shared an app! It was funny.","Bob","2025-02-14 15:07:55","other",0.09,"other",35
"I just loved game! It was boring.","Bob","2025-02-14 15:08:00","gaming",0.9,"game",33
"I just saw JavaScript! It was weird.","Alice","2025-02-14 15:08:05","tech",0.84,"JavaScript",36
"I just tried a movie! It was exciting.","Eve","2025-02-14 15:08:10","entertainment",0.16,"movie",38
"I just found Python! It was exciting.","Eve","2025-02-14 15:08:15","tech",0.19,"Python",37
"I just found game! It was exciting.","Eve","2025-02-14 15:08:20","gaming",0.36,"game",35
"I just shared game! It was amazing.","Charlie","2025-02-14 15:08:25","gaming",0.69,"game",35
"I just shared Python! It was amazing.","Eve","2025-02-14 15:08:30","tech",0.52,"Python",37
"I just tried game! It was funny.","Eve","2025-02-14 15:08:35","gaming",0.08,"game",32
"I just loved JavaScript! It was amazing.","Eve","2025-02-14 15:08:40","tech",0.99,"JavaScript",40
"I just loved Python! It was exciting.","Bob","2025-02-14 15:08:45","tech",0.55,"Python",37
"I just tried a trick! It was funny.","Charlie","2025-02-14 15:08:50","other",0.77,"other",35
"I just shared game! It was weird.","Alice","2025-02-14 15:08:55","gaming",0.31,"game",33
"I just shared game! It was boring.","Alice","2025-02-14 15:09:00","gaming",0.23,"game",34
"I just saw JavaScript! It was boring.","Eve","2025-02-14 15:09:05","tech",0.28,"JavaScript",37
"I just shared an app! It was boring.","Alice","2025-02-14 15:09:10","other",0.4,"other",36
"I just tried a movie! It was boring.","Eve","2025-02-14 15:09:15","entertainment",0.82,"movie",36
"I just tried a story! It was exciting.","Charlie","2025-02-14 15:09:20","other",0.08,"other",38
"I just loved JavaScript! It was amazing.","Eve","2025-02-14 15:09:25","tech",0.94,"JavaScript",40
"I just loved an app! It was boring.","Eve","2025-02-14 15:09:30","other",0.87,"other",35
"I just saw JavaScript! It was funny.","Bob","2025-02-14 15:09:35","tech",0.1,"JavaScript",36
"I just saw a movie! It was exciting.","Charlie","2025-02-14 15:09:40","entertainment",0.68,"movie",36
"I just loved a movie! It was exciting.","Bob","2025-02-14 15:09:45","entertainment",0.69,"movie",38
"I just found travel! It was weird.","Alice","2025-02-14 15:09:50","travel",0.37,"travel",34
"I just found game! It was amazing.","Charlie","2025-02-14 15:09:55","gaming",0.07,"game",34
"I just shared a story! It was boring.","Charlie","2025-02-14 15:10:00","other",0.5,"other",37
"I just shared recipe! It was amazing.","Alice","2025-02-14 15:10:05","food",0.62,"recipe",37
"I just saw recipe! It was amazing.","Eve","2025-02-14 15:10:10","food",0.74,"recipe",34
"I just loved a movie! It was amazing.","Alice","2025-02-14 15:10:15","entertainment",0.61,"movie",37
"I just tried a story! It was amazing.","Eve","2025-02-14 15:10:20","other",0.1,"other",37
"I just loved a movie! It was boring.","Charlie","2025-02-14 15:10:25","entertainment",0.66,"movie",36
"I just loved game! It was weird.","Bob","2025-02-14 15:10:30","gaming",0.96,"game",32
"I just tried recipe! It was amazing.","Alice","2025-02-14 15:10:35","food",0.7,"recipe",36
"I just loved a movie! It was exciting.","Charlie","2025-02-14 15:10:40","entertainment",0.21,"movie",38
"I just tried Python! It was weird.","Bob","2025-02-14 15:10:45","tech",0.72,"Python",34
"I just loved travel! It was funny.","Alice","2025-02-14 15:10:50","travel",0.17,"travel",34
"I just saw recipe! It was weird.","Eve","2025-02-14 15:10:55","food",0.74,"recipe",32
"I just shared a story! It was amazing.","Bob","2025-02-14 15:11:00","other",0.67,"other",38
"I just shared travel! It was exciting.","Eve","2025-02-14 15:11:05","travel",0.34,"travel",38
"I just saw a movie! It was funny.","Charlie","2025-02-14 15:11:10","entertainment",0.12,"movie",33
"I just shared recipe! It was funny.","Charlie","2025-02-14 15:11:15","food",0.57,"recipe",35
"I just tried JavaScript! It was exciting.","Alice","2025-02-14 15:11:20","tech",0.05,"JavaScript",41
"I just shared a meme! It was funny.","Charlie","2025-02-14 15:11:25","humor",0.67,"meme",35
"I just found a story! It was exciting.","Eve","2025-02-14 15:11:30","other",0.99,"other",38
"I just shared Python! It was funny.","Charlie","2025-02-14 15:11:35","tech",0.73,"Python",35
"I just saw a movie! It was amazing.","Eve","2025-02-14 15:11:40","entertainment",0.42,"movie",35
"I just loved JavaScript! It was weird.","Eve","2025-02-14 15:11:45","tech",0.92,"JavaScript",38
"I just shared a meme! It was boring.","Charlie","2025-02-14 15:11:50","humor",0.72,"meme",36
"I just tried JavaScript! It was weird.","Eve","2025-02-14 15:11:55","tech",0.18,"JavaScript",38
"I just loved game! It was weird.","Charlie","2025-02-14 15:12:00","gaming",0.23,"game",32
"I just found a meme! It was exciting.","Charlie","2025-02-14 15:12:05","humor",0.64,"meme",37
"I just loved game! It was amazing.","Alice","2025-02-14 15:12:10","gaming",0.58,"game",34
"I just found a story! It was amazing.","Charlie","2025-02-14 15:12:15","other",0.87,"other",37
"I just tried a story! It was boring.","Charlie","2025-02-14 15:12:20","other",0.55,"other",36
"I just saw Python! It was exciting.","Charlie","2025-02-14 15:12:25","tech",0.75,"Python",35
"I just saw recipe! It was weird.","Charlie","2025-02-14 15:12:30","food",0.25,"recipe",32
"I just saw game! It was amazing.","Bob","2025-02-14 15:12:35","gaming",0.34,"game",32
"I just found an app! It was boring.","Eve","2025-02-14 15:12:40","other",0.22,"other",35
"I just shared Python! It was funny.","Alice","2025-02-14 15:12:45","tech",0.66,"Python",35
"I just loved Python! It was exciting.","Alice","2025-02-14 15:12:50","tech",0.33,"Python",37
"I just saw travel! It was funny.","Alice","2025-02-14 15:12:55","travel",0.29,"travel",32
"I just found a trick! It was boring.","Eve","2025-02-14 15:13:00","other",0.32,"other",36
"I just shared a story! It was amazing.","Alice","2025-02-14 15:13:05","other",0.39,"other",38
"I just saw Python! It was amazing.","Bob","2025-02-14 15:13:10","tech",0.54,"Python",34
"I just shared JavaScript! It was funny.","Charlie","2025-02-14 15:13:15","tech",0.14,"JavaScript",39
"I just tried a trick! It was exciting.","Bob","2025-02-14 15:13:20","other",0.66,"other",38
"I just loved a trick! It was amazing.","Charlie","2025-02-14 15:13:25","other",0.79,"other",37
"I just saw a movie! It was funny.","Alice","2025-02-14 15:13:30","entertainment",0.81,"movie",33
"I just tried a trick! It was boring.","Charlie","2025-02-14 15:13:35","other",0.41,"other",36
"I just shared an app! It was weird.","Eve","2025-02-14 15:13:40","other",0.06,"other",35
"I just found travel! It was amazing.","Eve","2025-02-14 15:13:45","travel",0.1,"travel",36
"I just loved a movie! It was exciting.","Eve","2025-02-14 15:13:50","entertainment",0.1,"movie",38
"I just shared a movie! It was amazing.","Bob","2025-02-14 15:13:55","entertainment",0.37,"movie",38
"I just loved recipe! It was weird.","Alice","2025-02-14 15:14:00","food",0.22,"recipe",34
"I just shared travel! It was amazing.","Alice","2025-02-14 15:14:05","travel",0.93,"travel",37
"I just shared a movie! It was amazing.","Charlie","2025-02-14 15:14:10","entertainment",0.04,"movie",38
"I just tried game! It was weird.","Alice","2025-02-14 15:14:15","gaming",0.93,"game",32
"I just loved travel! It was exciting.","Charlie","2025-02-14 15:14:20","travel",0.52,"travel",37
"I just shared an app! It was boring.","Eve","2025-02-14 15:14:25","other",0.42,"other",36
"I just loved a story! It was funny.","Charlie","2025-02-14 15:14:30","other",0.33,"other",35
"I just tried a movie! It was exciting.","Bob","2025-02-14 15:14:35","entertainment",0.81,"movie",38
"I just loved an app! It was amazing.","Eve","2025-02-14 15:14:40","other",0.5,"other",36
"I just found a story! It was weird.","Eve","2025-02-14 15:14:45","other",0.52,"other",35
"I just saw JavaScript! It was funny.","Alice","2025-02-14 15:14:50","tech",0.77,"JavaScript",36
"I just saw travel! It was exciting.","Alice","2025-02-14 15:14:56","travel",0.6,"travel",35
"I just found a trick! It was weird.","Eve","2025-02-14 15:15:01","other",0.25,"other",35
"I just found a story! It was funny.","Eve","2025-02-14 15:15:06","other",0.7,"other",35
"I just shared an app! It was boring.","Bob","2025-02-14 15:15:11","other",0.56,"other",36
"I just loved travel! It was funny.","Eve","2025-02-14 15:15:16","travel",0.87,"travel",34
"I just tried a story! It was amazing.","Charlie","2025-02-14 15:15:21","other",0.24,"other",37
"I just loved a story! It was exciting.","Eve","2025-02-14 15:15:26","other",0.98,"other",38
"I just loved Python! It was exciting.","Bob","2025-02-14 15:15:31","tech",0.97,"Python",37
"I just tried a meme! It was funny.","Bob","2025-02-14 15:15:36","humor",0.22,"meme",34
"I just tried JavaScript! It was boring.","Alice","2025-02-14 15:15:41","tech",0.9,"JavaScript",39
"I just found a movie! It was boring.","Eve","2025-02-14 15:15:46","entertainment",0.86,"movie",36
